rank,vehicle_id,views_fused,similarity
36,0182,36,0.9990
37,0182,37,0.9990
38,0182,38,0.9990
39,0182,39,0.9991
40,0182,40,0.9991
41,0182,41,0.9992
42,0182,42,0.9992
43,0182,43,0.9992
44,0182,44,0.9993
45,0182,45,0.9993
46,0182,46,0.9994
47,0182,47,0.9994
48,0182,48,0.9994
1,0183,1,0.9664
2,0183,2,0.9711
3,0183,3,0.9744
4,0183,4,0.9765
5,0183,5,0.9776
6,0183,6,0.9785
7,0183,7,0.9795
8,0183,8,0.9801
9,0183,9,0.9806
10,0183,10,0.9824
11,0183,11,0.9868
12,0183,12,0.9866
13,0183,13,0.9881
14,0183,14,0.9905
15,0183,15,0.9902
16,0183,16,0.9902
17,0183,17,0.9904
18,0183,18,0.9908
19,0183,19,0.9907
20,0183,20,0.9911
21,0183,21,0.9922
22,0183,22,0.9933
23,0183,23,0.9938
24,0183,24,0.9945
25,0183,25,0.9951
26,0183,26,0.9956
27,0183,27,0.9961
28,0183,28,0.9965
29,0183,29,0.9964
30,0183,30,0.9966
31,0183,31,0.9970
32,0183,32,0.9974
33,0183,33,0.9977
34,0183,34,0.9979
35,0183,35,0.9979
36,0183,36,0.9979
37,0183,37,0.9980
38,0183,38,0.9982
39,0183,39,0.9983
40,0183,40,0.9983
41,0183,41,0.9984
42,0183,42,0.9984
43,0183,43,0.9986
44,0183,44,0.9986
45,0183,45,0.9987
46,0183,46,0.9987
47,0183,47,0.9988
48,0183,48,0.9988
49,0183,49,0.9989
1,0188,1,0.9628
2,0188,2,0.9634
3,0188,3,0.9641
4,0188,4,0.9645
5,0188,5,0.9657
6,0188,6,0.9674
7,0188,7,0.9683
8,0188,8,0.9687
9,0188,9,0.9690
10,0188,10,0.9700
11,0188,11,0.9715
12,0188,12,0.9773
13,0188,13,0.9810
14,0188,14,0.9836
15,0188,15,0.9859
16,0188,16,0.9876
17,0188,17,0.9898
18,0188,18,0.9907
19,0188,19,0.9913
20,0188,20,0.9930
21,0188,21,0.9933
22,0188,22,0.9945
23,0188,23,0.9949
24,0188,24,0.9952
25,0188,25,0.9956
26,0188,26,0.9961
27,0188,27,0.9967
28,0188,28,0.9968
29,0188,29,0.9969
30,0188,30,0.9974
31,0188,31,0.9978
32,0188,32,0.9977
33,0188,33,0.9981
34,0188,34,0.9981
35,0188,35,0.9983
36,0188,36,0.9985
37,0188,37,0.9986
38,0188,38,0.9988
39,0188,39,0.9987
40,0188,40,0.9989
41,0188,41,0.9990
42,0188,42,0.9989
43,0188,43,0.9990
44,0188,44,0.9990
45,0188,45,0.9990
46,0188,46,0.9990
47,0188,47,0.9991
48,0188,48,0.9991
49,0188,49,0.9991
50,0188,50,0.9991
51,0188,51,0.9992
52,0188,52,0.9993
53,0188,53,0.9993
54,0188,54,0.9993
55,0188,55,0.9993
56,0188,56,0.9993
57,0188,57,0.9993
58,0188,58,0.9993
59,0188,59,0.9993
60,0188,60,0.9993
61,0188,61,0.9993
62,0188,62,0.9993
63,0188,63,0.9993
64,0188,64,0.9993
65,0188,65,0.9993
66,0188,66,0.9993
67,0188,67,0.9993
68,0188,68,0.9993
69,0188,69,0.9993
70,0188,70,0.9993
71,0188,71,0.9993
72,0188,72,0.9993
73,0188,73,0.9993
74,0188,74,0.9994
75,0188,75,0.9994
76,0188,76,0.9994
77,0188,77,0.9994
78,0188,78,0.9994
79,0188,79,0.9994
80,0188,80,0.9994
81,0188,81,0.9994
82,0188,82,0.9994
83,0188,83,0.9994
84,0188,84,0.9994
85,0188,85,0.9994
86,0188,86,0.9994
87,0188,87,0.9994
88,0188,88,0.9994
89,0188,89,0.9994
90,0188,90,0.9994
91,0188,91,0.9994
92,0188,92,0.9994
93,0188,93,0.9994
94,0188,94,0.9994
95,0188,95,0.9995
96,0188,96,0.9995
97,0188,97,0.9995
98,0188,98,0.9995
99,0188,99,0.9995
100,0188,100,0.9995
101,0188,101,0.9995
102,0188,102,0.9995
103,0188,103,0.9995
104,0188,104,0.9995
105,0188,105,0.9995
106,0188,106,0.9995
1,0192,1,0.9474
2,0192,2,0.9526
3,0192,3,0.9543
4,0192,4,0.9576
5,0192,5,0.9599
6,0192,6,0.9647
7,0192,7,0.9659
8,0192,8,0.9668
9,0192,9,0.9685
10,0192,10,0.9712
11,0192,11,0.9722
12,0192,12,0.9732
13,0192,13,0.9737
14,0192,14,0.9781
15,0192,15,0.9785
16,0192,16,0.9795
17,0192,17,0.9817
18,0192,18,0.9827
19,0192,19,0.9828
20,0192,20,0.9830
21,0192,21,0.9842
22,0192,22,0.9859
23,0192,23,0.9858
24,0192,24,0.9859
25,0192,25,0.9866
26,0192,26,0.9872
27,0192,27,0.9875
28,0192,28,0.9884
29,0192,29,0.9894
30,0192,30,0.9903
31,0192,31,0.9913
32,0192,32,0.9918
33,0192,33,0.9918
34,0192,34,0.9924
35,0192,35,0.9924
36,0192,36,0.9931
37,0192,37,0.9933
38,0192,38,0.9936
39,0192,39,0.9936
40,0192,40,0.9940
41,0192,41,0.9941
42,0192,42,0.9941
43,0192,43,0.9941
44,0192,44,0.9945
45,0192,45,0.9947
46,0192,46,0.9947
47,0192,47,0.9948
48,0192,48,0.9949
49,0192,49,0.9949
50,0192,50,0.9949
51,0192,51,0.9949
52,0192,52,0.9953
53,0192,53,0.9953
54,0192,54,0.9956
55,0192,55,0.9958
56,0192,56,0.9960
57,0192,57,0.9961
58,0192,58,0.9961
59,0192,59,0.9963
60,0192,60,0.9963
61,0192,61,0.9963
62,0192,62,0.9963
63,0192,63,0.9965
64,0192,64,0.9965
65,0192,65,0.9966
66,0192,66,0.9966
67,0192,67,0.9966
68,0192,68,0.9967
69,0192,69,0.9967
70,0192,70,0.9968
71,0192,71,0.9968
72,0192,72,0.9968
73,0192,73,0.9970
74,0192,74,0.9970
75,0192,75,0.9970
76,0192,76,0.9971
77,0192,77,0.9971
78,0192,78,0.9972
79,0192,79,0.9972
80,0192,80,0.9972
81,0192,81,0.9972
82,0192,82,0.9973
83,0192,83,0.9973
84,0192,84,0.9973
85,0192,85,0.9974
86,0192,86,0.9974
87,0192,87,0.9974
88,0192,88,0.9974
89,0192,89,0.9975
90,0192,90,0.9975
91,0192,91,0.9975
92,0192,92,0.9976
93,0192,93,0.9976
1,0196,1,0.9586
2,0196,2,0.9704
3,0196,3,0.9861
4,0196,4,0.9830
5,0196,5,0.9809
6,0196,6,0.9820
7,0196,7,0.9834
8,0196,8,0.9836
9,0196,9,0.9834
10,0196,10,0.9843
11,0196,11,0.9845
12,0196,12,0.9846
13,0196,13,0.9862
14,0196,14,0.9869
15,0196,15,0.9886
16,0196,16,0.9890
17,0196,17,0.9901
18,0196,18,0.9903
19,0196,19,0.9916
20,0196,20,0.9916
21,0196,21,0.9924
22,0196,22,0.9930
23,0196,23,0.9931
24,0196,24,0.9940
25,0196,25,0.9947
26,0196,26,0.9947
27,0196,27,0.9953
28,0196,28,0.9955
29,0196,29,0.9957
30,0196,30,0.9958
31,0196,31,0.9962
32,0196,32,0.9965
33,0196,33,0.9968
34,0196,34,0.9971
35,0196,35,0.9971
36,0196,36,0.9974
37,0196,37,0.9975
38,0196,38,0.9977
39,0196,39,0.9979
40,0196,40,0.9980
41,0196,41,0.9981
42,0196,42,0.9981
1,0197,1,0.9692
2,0197,2,0.9706
3,0197,3,0.9855
4,0197,4,0.9881
5,0197,5,0.9892
6,0197,6,0.9900
7,0197,7,0.9938
8,0197,8,0.9933
9,0197,9,0.9941
10,0197,10,0.9943
11,0197,11,0.9945
12,0197,12,0.9945
13,0197,13,0.9947
14,0197,14,0.9950
15,0197,15,0.9959
16,0197,16,0.9964
17,0197,17,0.9965
18,0197,18,0.9968
19,0197,19,0.9969
20,0197,20,0.9970
21,0197,21,0.9971
22,0197,22,0.9972
23,0197,23,0.9975
24,0197,24,0.9978
25,0197,25,0.9979
26,0197,26,0.9979
27,0197,27,0.9979
28,0197,28,0.9979
29,0197,29,0.9981
30,0197,30,0.9981
31,0197,31,0.9982
32,0197,32,0.9982
33,0197,33,0.9984
34,0197,34,0.9985
35,0197,35,0.9984
36,0197,36,0.9985
37,0197,37,0.9986
38,0197,38,0.9987
39,0197,39,0.9987
40,0197,40,0.9988
41,0197,41,0.9988
42,0197,42,0.9988
43,0197,43,0.9989
44,0197,44,0.9989
45,0197,45,0.9990
46,0197,46,0.9990
47,0197,47,0.9991
48,0197,48,0.9990
49,0197,49,0.9991
50,0197,50,0.9991
51,0197,51,0.9991
52,0197,52,0.9991
53,0197,53,0.9991
54,0197,54,0.9991
55,0197,55,0.9991
56,0197,56,0.9992
57,0197,57,0.9992
58,0197,58,0.9992
59,0197,59,0.9992
60,0197,60,0.9992
61,0197,61,0.9992
62,0197,62,0.9992
63,0197,63,0.9992
64,0197,64,0.9992
65,0197,65,0.9993
66,0197,66,0.9993
67,0197,67,0.9993
68,0197,68,0.9993
69,0197,69,0.9993
70,0197,70,0.9993
71,0197,71,0.9993
1,0205,1,0.9673
2,0205,2,0.9904
3,0205,3,0.9900
4,0205,4,0.9922
5,0205,5,0.9914
6,0205,6,0.9917
7,0205,7,0.9912
8,0205,8,0.9916
9,0205,9,0.9930
10,0205,10,0.9955
11,0205,11,0.9955
12,0205,12,0.9955
13,0205,13,0.9952
14,0205,14,0.9950
15,0205,15,0.9954
16,0205,16,0.9956
17,0205,17,0.9957
18,0205,18,0.9956
19,0205,19,0.9956
20,0205,20,0.9966
21,0205,21,0.9965
22,0205,22,0.9972
23,0205,23,0.9972
24,0205,24,0.9975
25,0205,25,0.9975
26,0205,26,0.9977
27,0205,27,0.9978
28,0205,28,0.9978
29,0205,29,0.9979
30,0205,30,0.9981
31,0205,31,0.9983
32,0205,32,0.9984
33,0205,33,0.9986
34,0205,34,0.9986
35,0205,35,0.9988
36,0205,36,0.9988
37,0205,37,0.9988
38,0205,38,0.9990
39,0205,39,0.9990
40,0205,40,0.9991
41,0205,41,0.9991
42,0205,42,0.9991
43,0205,43,0.9991
44,0205,44,0.9991
45,0205,45,0.9991
46,0205,46,0.9992
47,0205,47,0.9991
48,0205,48,0.9992
49,0205,49,0.9992
50,0205,50,0.9993
51,0205,51,0.9992
52,0205,52,0.9993
53,0205,53,0.9993
54,0205,54,0.9993
55,0205,55,0.9993
56,0205,56,0.9993
1,0207,1,0.9697
2,0207,2,0.9726
3,0207,3,0.9745
4,0207,4,0.9775
5,0207,5,0.9802
6,0207,6,0.9820
7,0207,7,0.9833
8,0207,8,0.9842
9,0207,9,0.9851
10,0207,10,0.9860
11,0207,11,0.9874
12,0207,12,0.9900
13,0207,13,0.9903
14,0207,14,0.9920
15,0207,15,0.9931
16,0207,16,0.9941
17,0207,17,0.9947
18,0207,18,0.9954
19,0207,19,0.9954
20,0207,20,0.9954
21,0207,21,0.9955
22,0207,22,0.9960
23,0207,23,0.9967
24,0207,24,0.9969
25,0207,25,0.9972
26,0207,26,0.9974
27,0207,27,0.9975
28,0207,28,0.9978
29,0207,29,0.9979
30,0207,30,0.9980
31,0207,31,0.9981
32,0207,32,0.9981
33,0207,33,0.9982
34,0207,34,0.9983
35,0207,35,0.9982
36,0207,36,0.9983
37,0207,37,0.9983
38,0207,38,0.9984
39,0207,39,0.9986
40,0207,40,0.9987
41,0207,41,0.9987
42,0207,42,0.9987
43,0207,43,0.9988
44,0207,44,0.9987
45,0207,45,0.9988
46,0207,46,0.9989
47,0207,47,0.9989
48,0207,48,0.9990
49,0207,49,0.9990
50,0207,50,0.9990
51,0207,51,0.9990
52,0207,52,0.9991
53,0207,53,0.9991
54,0207,54,0.9992
55,0207,55,0.9992
56,0207,56,0.9992
57,0207,57,0.9993
58,0207,58,0.9993
59,0207,59,0.9993
60,0207,60,0.9993
61,0207,61,0.9994
62,0207,62,0.9994
63,0207,63,0.9994
64,0207,64,0.9994
65,0207,65,0.9994
66,0207,66,0.9994
67,0207,67,0.9994
68,0207,68,0.9995
69,0207,69,0.9995
70,0207,70,0.9995
71,0207,71,0.9995
72,0207,72,0.9995
73,0207,73,0.9995
74,0207,74,0.9995
75,0207,75,0.9995
76,0207,76,0.9995
77,0207,77,0.9995
78,0207,78,0.9996
79,0207,79,0.9996
80,0207,80,0.9996
81,0207,81,0.9996
1,0216,1,0.9812
2,0216,2,0.9848
3,0216,3,0.9862
4,0216,4,0.9880
5,0216,5,0.9931
6,0216,6,0.9944
7,0216,7,0.9952
8,0216,8,0.9970
9,0216,9,0.9975
10,0216,10,0.9983
11,0216,11,0.9984
12,0216,12,0.9984
13,0216,13,0.9987
14,0216,14,0.9989
15,0216,15,0.9991
16,0216,16,0.9992
17,0216,17,0.9993
18,0216,18,0.9993
1,0218,1,0.9251
2,0218,2,0.9287
3,0218,3,0.9323
4,0218,4,0.9401
5,0218,5,0.9521
6,0218,6,0.9578
7,0218,7,0.9600
8,0218,8,0.9633
9,0218,9,0.9660
10,0218,10,0.9687
11,0218,11,0.9705
12,0218,12,0.9721
13,0218,13,0.9735
14,0218,14,0.9741
15,0218,15,0.9750
16,0218,16,0.9759
17,0218,17,0.9766
18,0218,18,0.9778
19,0218,19,0.9787
20,0218,20,0.9823
21,0218,21,0.9851
22,0218,22,0.9875
23,0218,23,0.9895
24,0218,24,0.9897
25,0218,25,0.9912
26,0218,26,0.9924
27,0218,27,0.9925
28,0218,28,0.9935
29,0218,29,0.9942
30,0218,30,0.9948
31,0218,31,0.9951
32,0218,32,0.9954
33,0218,33,0.9954
34,0218,34,0.9957
35,0218,35,0.9957
36,0218,36,0.9961
37,0218,37,0.9963
38,0218,38,0.9965
39,0218,39,0.9969
40,0218,40,0.9971
41,0218,41,0.9971
42,0218,42,0.9970
43,0218,43,0.9973
44,0218,44,0.9973
45,0218,45,0.9975
46,0218,46,0.9975
47,0218,47,0.9976
48,0218,48,0.9976
49,0218,49,0.9976
50,0218,50,0.9976
51,0218,51,0.9976
52,0218,52,0.9976
53,0218,53,0.9976
54,0218,54,0.9976
55,0218,55,0.9976
56,0218,56,0.9978
57,0218,57,0.9978
58,0218,58,0.9980
59,0218,59,0.9980
60,0218,60,0.9980
61,0218,61,0.9980
62,0218,62,0.9981
63,0218,63,0.9981
64,0218,64,0.9982
65,0218,65,0.9982
66,0218,66,0.9982
67,0218,67,0.9982
68,0218,68,0.9983
69,0218,69,0.9983
70,0218,70,0.9983
71,0218,71,0.9983
72,0218,72,0.9984
73,0218,73,0.9984
74,0218,74,0.9985
75,0218,75,0.9985
76,0218,76,0.9985
77,0218,77,0.9985
78,0218,78,0.9986
79,0218,79,0.9986
80,0218,80,0.9986
81,0218,81,0.9986
82,0218,82,0.9987
83,0218,83,0.9987
84,0218,84,0.9987
85,0218,85,0.9987
86,0218,86,0.9987
87,0218,87,0.9988
88,0218,88,0.9988
89,0218,89,0.9988
90,0218,90,0.9988
91,0218,91,0.9989
92,0218,92,0.9989
1,0219,1,0.9680
2,0219,2,0.9707
3,0219,3,0.9714
4,0219,4,0.9732
5,0219,5,0.9832
6,0219,6,0.9835
7,0219,7,0.9867
8,0219,8,0.9897
9,0219,9,0.9899
10,0219,10,0.9915
11,0219,11,0.9925
12,0219,12,0.9924
13,0219,13,0.9935
14,0219,14,0.9936
15,0219,15,0.9944
16,0219,16,0.9955
17,0219,17,0.9957
18,0219,18,0.9962
19,0219,19,0.9970
20,0219,20,0.9972
21,0219,21,0.9973
22,0219,22,0.9975
23,0219,23,0.9975
24,0219,24,0.9975
25,0219,25,0.9978
26,0219,26,0.9981
27,0219,27,0.9982
28,0219,28,0.9984
29,0219,29,0.9983
30,0219,30,0.9983
31,0219,31,0.9983
32,0219,32,0.9985
33,0219,33,0.9986
34,0219,34,0.9987
35,0219,35,0.9988
36,0219,36,0.9988
37,0219,37,0.9989
38,0219,38,0.9990
39,0219,39,0.9990
40,0219,40,0.9990
41,0219,41,0.9990
42,0219,42,0.9991
43,0219,43,0.9991
44,0219,44,0.9992
45,0219,45,0.9992
1,0231,1,0.9754
2,0231,2,0.9764
3,0231,3,0.9900
4,0231,4,0.9890
5,0231,5,0.9925
6,0231,6,0.9962
7,0231,7,0.9958
8,0231,8,0.9952
9,0231,9,0.9950
10,0231,10,0.9951
11,0231,11,0.9957
12,0231,12,0.9964
13,0231,13,0.9964
14,0231,14,0.9972
15,0231,15,0.9977
16,0231,16,0.9983
17,0231,17,0.9983
18,0231,18,0.9983
19,0231,19,0.9982
20,0231,20,0.9984
21,0231,21,0.9984
22,0231,22,0.9987
23,0231,23,0.9988
24,0231,24,0.9988
25,0231,25,0.9989
26,0231,26,0.9990
27,0231,27,0.9990
28,0231,28,0.9990
29,0231,29,0.9990
30,0231,30,0.9990
31,0231,31,0.9990
32,0231,32,0.9990
33,0231,33,0.9990
34,0231,34,0.9991
35,0231,35,0.9992
36,0231,36,0.9992
37,0231,37,0.9992
38,0231,38,0.9993
39,0231,39,0.9993
40,0231,40,0.9993
41,0231,41,0.9993
42,0231,42,0.9993
43,0231,43,0.9993
44,0231,44,0.9994
45,0231,45,0.9994
46,0231,46,0.9995
47,0231,47,0.9995
1,0237,1,0.9879
2,0237,2,0.9892
3,0237,3,0.9940
4,0237,4,0.9980
5,0237,5,0.9991
6,0237,6,0.9989
7,0237,7,0.9991
8,0237,8,0.9990
9,0237,9,0.9990
10,0237,10,0.9992
11,0237,11,0.9993
12,0237,12,0.9992
13,0237,13,0.9991
14,0237,14,0.9991
15,0237,15,0.9993
16,0237,16,0.9994
17,0237,17,0.9993
18,0237,18,0.9994
1,0240,1,0.9799
2,0240,2,0.9962
3,0240,3,0.9942
4,0240,4,0.9923
5,0240,5,0.9958
6,0240,6,0.9966
7,0240,7,0.9963
8,0240,8,0.9970
9,0240,9,0.9972
10,0240,10,0.9974
11,0240,11,0.9975
12,0240,12,0.9977
13,0240,13,0.9977
14,0240,14,0.9979
15,0240,15,0.9983
16,0240,16,0.9983
17,0240,17,0.9985
18,0240,18,0.9986
19,0240,19,0.9987
20,0240,20,0.9989
21,0240,21,0.9989
22,0240,22,0.9990
23,0240,23,0.9990
24,0240,24,0.9990
25,0240,25,0.9991
26,0240,26,0.9993
27,0240,27,0.9993
28,0240,28,0.9993
29,0240,29,0.9993
30,0240,30,0.9994
31,0240,31,0.9994
32,0240,32,0.9994
33,0240,33,0.9995
34,0240,34,0.9995
35,0240,35,0.9995
36,0240,36,0.9995
37,0240,37,0.9995
38,0240,38,0.9995
39,0240,39,0.9995
40,0240,40,0.9996
41,0240,41,0.9996
42,0240,42,0.9996
43,0240,43,0.9996
44,0240,44,0.9997
45,0240,45,0.9997
46,0240,46,0.9997
47,0240,47,0.9997
48,0240,48,0.9997
49,0240,49,0.9997
50,0240,50,0.9997
51,0240,51,0.9997
52,0240,52,0.9997
53,0240,53,0.9997
1,0241,1,0.9736
2,0241,2,0.9850
3,0241,3,0.9848
4,0241,4,0.9848
5,0241,5,0.9898
6,0241,6,0.9892
7,0241,7,0.9890
8,0241,8,0.9915
9,0241,9,0.9917
10,0241,10,0.9929
11,0241,11,0.9943
12,0241,12,0.9942
13,0241,13,0.9955
14,0241,14,0.9960
15,0241,15,0.9962
16,0241,16,0.9965
17,0241,17,0.9973
18,0241,18,0.9973
19,0241,19,0.9972
20,0241,20,0.9977
21,0241,21,0.9978
22,0241,22,0.9978
23,0241,23,0.9980
24,0241,24,0.9979
25,0241,25,0.9982
26,0241,26,0.9984
27,0241,27,0.9987
28,0241,28,0.9987
29,0241,29,0.9987
30,0241,30,0.9988
31,0241,31,0.9989
32,0241,32,0.9990
33,0241,33,0.9991
34,0241,34,0.9991
35,0241,35,0.9991
36,0241,36,0.9990
37,0241,37,0.9990
38,0241,38,0.9990
39,0241,39,0.9991
40,0241,40,0.9991
41,0241,41,0.9991
42,0241,42,0.9992
43,0241,43,0.9992
44,0241,44,0.9992
45,0241,45,0.9993
46,0241,46,0.9993
47,0241,47,0.9994
48,0241,48,0.9994
49,0241,49,0.9994
50,0241,50,0.9994
51,0241,51,0.9994
52,0241,52,0.9994
53,0241,53,0.9995
54,0241,54,0.9995
1,0247,1,0.9749
2,0247,2,0.9806
3,0247,3,0.9955
4,0247,4,0.9957
5,0247,5,0.9946
6,0247,6,0.9953
7,0247,7,0.9953
8,0247,8,0.9946
9,0247,9,0.9962
10,0247,10,0.9960
11,0247,11,0.9959
12,0247,12,0.9957
13,0247,13,0.9959
14,0247,14,0.9964
15,0247,15,0.9965
16,0247,16,0.9964
17,0247,17,0.9968
18,0247,18,0.9968
19,0247,19,0.9974
20,0247,20,0.9973
21,0247,21,0.9973
22,0247,22,0.9976
23,0247,23,0.9976
24,0247,24,0.9978
25,0247,25,0.9980
26,0247,26,0.9982
27,0247,27,0.9984
28,0247,28,0.9985
29,0247,29,0.9986
30,0247,30,0.9987
31,0247,31,0.9988
32,0247,32,0.9988
33,0247,33,0.9989
34,0247,34,0.9990
35,0247,35,0.9990
36,0247,36,0.9991
37,0247,37,0.9991
38,0247,38,0.9991
39,0247,39,0.9992
40,0247,40,0.9992
41,0247,41,0.9993
42,0247,42,0.9993
43,0247,43,0.9993
44,0247,44,0.9993
45,0247,45,0.9993
46,0247,46,0.9994
47,0247,47,0.9994
48,0247,48,0.9994
49,0247,49,0.9993
50,0247,50,0.9994
51,0247,51,0.9995
52,0247,52,0.9995
53,0247,53,0.9995
54,0247,54,0.9996
1,0249,1,0.9573
2,0249,2,0.9800
3,0249,3,0.9862
4,0249,4,0.9941
5,0249,5,0.9925
6,0249,6,0.9968
7,0249,7,0.9975
8,0249,8,0.9970
9,0249,9,0.9971
10,0249,10,0.9981
11,0249,11,0.9975
12,0249,12,0.9974
13,0249,13,0.9980
14,0249,14,0.9988
15,0249,15,0.9993
16,0249,16,0.9991
17,0249,17,0.9991
18,0249,18,0.9993
19,0249,19,0.9992
20,0249,20,0.9990
21,0249,21,0.9989
22,0249,22,0.9989
23,0249,23,0.9991
24,0249,24,0.9992
25,0249,25,0.9993
26,0249,26,0.9992
27,0249,27,0.9992
28,0249,28,0.9993
29,0249,29,0.9993
30,0249,30,0.9993
31,0249,31,0.9993
32,0249,32,0.9993
33,0249,33,0.9993
34,0249,34,0.9993
35,0249,35,0.9992
36,0249,36,0.9992
37,0249,37,0.9993
38,0249,38,0.9992
39,0249,39,0.9992
40,0249,40,0.9992
41,0249,41,0.9992
42,0249,42,0.9992
43,0249,43,0.9992
44,0249,44,0.9992
45,0249,45,0.9992
46,0249,46,0.9992
47,0249,47,0.9993
48,0249,48,0.9993
1,0262,1,0.9711
2,0262,2,0.9888
3,0262,3,0.9885
4,0262,4,0.9894
5,0262,5,0.9893
6,0262,6,0.9883
7,0262,7,0.9879
8,0262,8,0.9873
9,0262,9,0.9896
10,0262,10,0.9910
11,0262,11,0.9929
12,0262,12,0.9939
13,0262,13,0.9948
14,0262,14,0.9952
15,0262,15,0.9955
16,0262,16,0.9956
17,0262,17,0.9962
18,0262,18,0.9968
19,0262,19,0.9973
20,0262,20,0.9975
21,0262,21,0.9976
22,0262,22,0.9978
23,0262,23,0.9980
24,0262,24,0.9982
25,0262,25,0.9982
26,0262,26,0.9983
27,0262,27,0.9984
28,0262,28,0.9986
29,0262,29,0.9989
30,0262,30,0.9990
31,0262,31,0.9990
32,0262,32,0.9991
33,0262,33,0.9991
34,0262,34,0.9992
35,0262,35,0.9993
36,0262,36,0.9993
37,0262,37,0.9993
38,0262,38,0.9994
39,0262,39,0.9994
40,0262,40,0.9995
41,0262,41,0.9995
42,0262,42,0.9995
43,0262,43,0.9995
44,0262,44,0.9995
45,0262,45,0.9995
1,0273,1,0.9731
2,0273,2,0.9788
3,0273,3,0.9827
4,0273,4,0.9841
5,0273,5,0.9854
6,0273,6,0.9868
7,0273,7,0.9875
8,0273,8,0.9882
9,0273,9,0.9889
10,0273,10,0.9901
11,0273,11,0.9905
12,0273,12,0.9916
13,0273,13,0.9933
14,0273,14,0.9935
15,0273,15,0.9939
16,0273,16,0.9939
17,0273,17,0.9941
18,0273,18,0.9941
19,0273,19,0.9943
20,0273,20,0.9945
21,0273,21,0.9948
22,0273,22,0.9954
23,0273,23,0.9960
24,0273,24,0.9961
25,0273,25,0.9960
26,0273,26,0.9961
27,0273,27,0.9961
28,0273,28,0.9962
29,0273,29,0.9962
30,0273,30,0.9961
31,0273,31,0.9962
32,0273,32,0.9965
33,0273,33,0.9969
34,0273,34,0.9969
35,0273,35,0.9969
36,0273,36,0.9971
37,0273,37,0.9974
38,0273,38,0.9974
39,0273,39,0.9975
40,0273,40,0.9975
41,0273,41,0.9976
42,0273,42,0.9976
43,0273,43,0.9976
44,0273,44,0.9977
45,0273,45,0.9977
46,0273,46,0.9977
47,0273,47,0.9977
48,0273,48,0.9978
49,0273,49,0.9977
50,0273,50,0.9977
51,0273,51,0.9977
52,0273,52,0.9977
53,0273,53,0.9977
54,0273,54,0.9977
55,0273,55,0.9977
56,0273,56,0.9977
57,0273,57,0.9978
58,0273,58,0.9978
59,0273,59,0.9979
60,0273,60,0.9979
61,0273,61,0.9979
62,0273,62,0.9979
63,0273,63,0.9979
64,0273,64,0.9980
65,0273,65,0.9981
66,0273,66,0.9981
67,0273,67,0.9981
68,0273,68,0.9982
69,0273,69,0.9982
70,0273,70,0.9983
71,0273,71,0.9983
72,0273,72,0.9983
73,0273,73,0.9983
74,0273,74,0.9983
75,0273,75,0.9983
76,0273,76,0.9984
77,0273,77,0.9985
78,0273,78,0.9985
79,0273,79,0.9985
80,0273,80,0.9986
81,0273,81,0.9986
82,0273,82,0.9987
83,0273,83,0.9987
84,0273,84,0.9987
85,0273,85,0.9987
86,0273,86,0.9987
87,0273,87,0.9988
88,0273,88,0.9988
89,0273,89,0.9988
90,0273,90,0.9988
91,0273,91,0.9988
92,0273,92,0.9988
93,0273,93,0.9989
94,0273,94,0.9989
95,0273,95,0.9989
96,0273,96,0.9989
97,0273,97,0.9990
98,0273,98,0.9990
99,0273,99,0.9990
100,0273,100,0.9990
1,0281,1,0.9713
2,0281,2,0.9740
3,0281,3,0.9747
4,0281,4,0.9756
5,0281,5,0.9770
6,0281,6,0.9872
7,0281,7,0.9865
8,0281,8,0.9870
9,0281,9,0.9878
10,0281,10,0.9881
11,0281,11,0.9913
12,0281,12,0.9937
13,0281,13,0.9939
14,0281,14,0.9938
15,0281,15,0.9953
16,0281,16,0.9953
17,0281,17,0.9954
18,0281,18,0.9952
19,0281,19,0.9960
20,0281,20,0.9961
21,0281,21,0.9959
22,0281,22,0.9958
23,0281,23,0.9959
24,0281,24,0.9959
25,0281,25,0.9964
26,0281,26,0.9964
27,0281,27,0.9964
28,0281,28,0.9969
29,0281,29,0.9972
30,0281,30,0.9976
31,0281,31,0.9977
32,0281,32,0.9976
33,0281,33,0.9979
34,0281,34,0.9979
35,0281,35,0.9978
36,0281,36,0.9980
37,0281,37,0.9981
38,0281,38,0.9982
39,0281,39,0.9982
40,0281,40,0.9983
41,0281,41,0.9985
42,0281,42,0.9984
43,0281,43,0.9985
44,0281,44,0.9986
45,0281,45,0.9986
46,0281,46,0.9986
47,0281,47,0.9987
48,0281,48,0.9989
49,0281,49,0.9989
50,0281,50,0.9989
51,0281,51,0.9990
52,0281,52,0.9991
53,0281,53,0.9991
54,0281,54,0.9992
55,0281,55,0.9992
56,0281,56,0.9993
57,0281,57,0.9993
58,0281,58,0.9993
59,0281,59,0.9992
60,0281,60,0.9993
61,0281,61,0.9993
62,0281,62,0.9992
63,0281,63,0.9992
64,0281,64,0.9993
65,0281,65,0.9994
66,0281,66,0.9994
67,0281,67,0.9994
68,0281,68,0.9995
69,0281,69,0.9995
70,0281,70,0.9995
71,0281,71,0.9995
72,0281,72,0.9995
73,0281,73,0.9996
74,0281,74,0.9996
75,0281,75,0.9996
76,0281,76,0.9996
77,0281,77,0.9996
78,0281,78,0.9996
79,0281,79,0.9996
80,0281,80,0.9996
