vehicle_id,view1,view2,similarity
0486,front,front,0.9267
0486,front,front,0.9027
0489,front,right,0.9848
0507,front,right,0.9826
0507,front,front,0.9589
0507,front,front,0.9576
0507,front,front,0.9518
0507,right,front,0.9569
0507,right,front,0.9513
0507,right,front,0.9520
0507,front,front,0.9530
0507,front,front,0.9801
0507,front,front,0.9519
0510,front,front,0.9954
0510,front,front,0.9910
0510,front,front,0.8766
0510,front,front,0.8906
0510,front,front,0.9952
0510,front,front,0.8687
0510,front,front,0.8776
0510,front,front,0.8697
0510,front,front,0.8768
0510,front,front,0.9624
0515,left,left,0.9898
0515,left,front,0.9118
0515,left,front,0.9336
0518,front,front,0.9959
0518,front,front,0.9940
0518,front,front,0.9921
0518,front,left,0.9519
0518,front,left,0.9547
0518,front,front,0.9952
0518,front,front,0.9905
0518,front,left,0.9557
0518,front,left,0.9474
0518,front,front,0.9918
0518,front,left,0.9499
0518,front,left,0.9518
0518,front,left,0.9441
0518,front,left,0.9695
0518,left,left,0.9053
0522,front,front,0.9875
0522,front,front,0.9547
0522,front,front,0.9557
0522,front,front,0.8959
0522,front,front,0.9054
0522,front,front,0.9139
0522,front,front,0.9292
0522,front,front,0.9199
0522,front,front,0.9089
0522,front,front,0.9389
0522,front,front,0.9354
0522,front,front,0.9483
0522,front,front,0.9401
0522,front,front,0.9472
0522,front,front,0.8846
0522,front,front,0.8962
0522,front,front,0.8933
0522,front,front,0.9144
0522,front,front,0.9046
0522,front,front,0.8940
0522,front,front,0.9309
0522,front,front,0.9281
0522,front,front,0.9419
0522,front,front,0.9477
0522,front,front,0.8757
0522,front,front,0.8790
0522,front,front,0.9371
0522,front,front,0.9453
0522,front,front,0.8852
0522,front,front,0.8829
0522,front,front,0.9381
0522,front,front,0.9352
0522,front,front,0.9290
0522,front,front,0.8898
0522,front,front,0.8937
0522,front,front,0.9021
0522,front,front,0.9130
0522,front,front,0.9308
0522,front,front,0.9273
0522,front,front,0.9482
0522,front,front,0.9367
0522,front,front,0.9426
0522,front,front,0.9934
0522,front,front,0.9680
0522,front,front,0.9699
0522,front,front,0.9522
0522,front,front,0.9139
0522,front,front,0.8749
0522,front,front,0.8852
0522,front,front,0.8930
0522,front,front,0.9647
0522,front,front,0.9674
0522,front,front,0.9370
0522,front,front,0.8962
0522,front,front,0.8906
0522,front,front,0.8984
0522,front,front,0.9058
0522,front,front,0.9906
0522,front,front,0.9181
0522,front,front,0.8837
0522,front,front,0.9032
0522,front,front,0.9145
0522,front,front,0.9058
0522,front,front,0.9295
0522,front,front,0.9032
0522,front,front,0.9148
0522,front,front,0.9221
0522,front,front,0.9176
0522,front,front,0.9887
0522,front,front,0.8695
0522,front,front,0.8703
0522,front,front,0.8966
0522,front,front,0.8627
0522,front,front,0.8589
0522,front,front,0.8893
0522,front,front,0.9945
0522,front,front,0.9882
0522,front,front,0.9899
0541,front,front,0.9925
0541,front,front,0.9802
0541,front,front,0.9721
0541,front,front,0.9729
0541,front,front,0.9465
0541,front,front,0.9358
0541,front,front,0.9534
0541,front,front,0.9927
0541,front,front,0.9688
0541,front,front,0.9693
0541,front,front,0.9577
0541,front,front,0.9542
0541,front,front,0.9631
0541,front,front,0.9673
0541,front,front,0.9688
0541,front,front,0.9686
0541,front,front,0.9702
0541,front,front,0.9626
0541,front,front,0.9949
0541,front,front,0.9644
0541,front,front,0.9552
0541,front,front,0.9614
0541,front,front,0.9607
0541,front,front,0.9515
0541,front,front,0.9663
0541,front,front,0.9937
0541,front,front,0.9722
0541,front,front,0.9743
0543,front,front,0.9033
0543,front,front,0.9122
0543,front,front,0.8977
0543,front,front,0.8690
0543,front,front,0.9176
0543,front,front,0.8876
0543,front,front,0.9945
0543,front,front,0.9892
0543,front,front,0.9442
0543,front,front,0.9480
0543,front,front,0.9467
0543,front,front,0.9833
0543,front,front,0.9441
0543,front,front,0.9435
0543,front,front,0.9455
0543,front,front,0.9568
0543,front,front,0.9473
0543,front,front,0.9470
0543,front,front,0.9202
0543,front,front,0.9385
0543,front,front,0.9871
0545,front,front,0.9966
0545,front,front,0.8611
0545,front,front,0.9424
0545,front,front,0.9548
0545,front,front,0.9624
0545,front,front,0.8701
0545,front,front,0.9407
0545,front,front,0.9521
0545,front,front,0.9607
0545,front,front,0.8913
0545,front,front,0.8951
0545,front,front,0.8766
0545,front,front,0.9935
0545,front,front,0.9819
0545,front,front,0.9904
0546,front,front,0.8892
0546,front,front,0.9124
0546,front,front,0.9838
0546,front,front,0.8739
0546,front,front,0.9755
0546,front,front,0.9559
0546,front,front,0.9095
0546,front,front,0.9922
0546,front,front,0.9220
0546,front,front,0.9226
0546,front,front,0.9274
0546,front,front,0.9371
0546,front,front,0.9278
0546,front,front,0.9426
0546,front,front,0.9299
0546,front,front,0.9409
0546,front,front,0.9509
0546,front,front,0.9288
0546,front,front,0.9071
0546,front,front,0.9808
0546,front,front,0.9789
0546,front,front,0.9177
0546,front,front,0.9328
0546,front,front,0.8866
0546,front,front,0.8293
0546,front,front,0.9614
0546,front,front,0.9015
0546,front,front,0.9108
0554,front,front,0.9858
0554,front,front,0.9641
0554,front,front,0.9814
0554,front,front,0.9697
0554,front,front,0.9721
0554,front,front,0.9895
0554,front,front,0.9865
0554,front,front,0.9700
0554,front,front,0.9696
0554,front,front,0.9911
0566,front,front,0.9438
0582,left,front,0.9968
0582,left,front,0.9210
0582,front,front,0.9280
0585,front,front,0.9203
0585,front,front,0.9448
0585,front,front,0.9511
0586,right,left,0.9776
0588,front,front,0.8828
0598,right,left,0.9460
0602,front,front,0.9575
0602,front,front,0.8252
0602,front,left,0.8730
0602,front,front,0.9064
0602,front,left,0.8519
0602,front,front,0.8720
0602,front,left,0.9329
0602,front,front,0.9377
0602,front,left,0.9154
0602,front,left,0.9539
0602,front,front,0.9277
0602,front,left,0.9567
0602,left,front,0.9356
0602,left,left,0.9850
0602,front,left,0.9441
0612,front,front,0.9101
0663,left,left,0.9801
0663,left,left,0.9541
0663,left,left,0.9716
0699,front,front,0.9398
0717,front,front,0.9867
0717,front,front,0.9697
0717,front,front,0.9571
0727,front,front,0.9659
