group,image1,image2,vehicle_id1,vehicle_id2,type1,type2,color1,color2,similarity
different,0489_c007_00085705_0.jpg,0298_c015_00045225_0.jpg,0489,0298,1,3,4,7,0.7371
different,0489_c011_00076980_0.jpg,0612_c010_00087950_0.jpg,0489,0612,1,2,4,10,0.8514
different,0489_c008_00084945_0.jpg,0150_c015_00050740_0.jpg,0489,0150,1,8,4,7,0.8381
different,0489_c003_00084695_0.jpg,0582_c004_00030370_1.jpg,0489,0582,1,2,4,10,0.9148
different,0489_c007_00085725_0.jpg,0096_c014_00026815_0.jpg,0489,0096,1,6,4,3,0.9237
different,0489_c004_00084655_0.jpg,0196_c004_00077855_0.jpg,0489,0196,1,9,4,9,0.7248
different,0489_c011_00076915_1.jpg,0106_c014_00029920_0.jpg,0489,0106,1,6,4,3,0.6574
different,0489_c005_00085635_0.jpg,0288_c012_00064610_0.jpg,0489,0288,1,4,4,7,0.7413
different,0489_c005_00085610_0.jpg,0598_c013_00065300_0.jpg,0489,0598,1,2,4,10,0.7361
different,0489_c005_00085585_1.jpg,0373_c004_00075860_0.jpg,0489,0373,1,2,4,7,0.7581
different,0489_c007_00085730_0.jpg,0143_c016_00076505_0.jpg,0489,0143,1,8,4,7,0.8245
different,0489_c006_00076910_1.jpg,0101_c015_00045600_0.jpg,0489,0101,1,6,4,3,0.7796
different,0489_c008_00084945_0.jpg,0130_c008_00058885_0.jpg,0489,0130,1,8,4,7,0.8229
different,0489_c011_00076975_0.jpg,0197_c013_00025045_0.jpg,0489,0197,1,4,4,5,0.6767
different,0489_c011_00076950_0.jpg,0065_c011_00061305_0.jpg,0489,0065,1,7,4,3,0.7714
different,0489_c007_00085705_0.jpg,0593_c017_00043850_0.jpg,0489,0593,1,2,4,10,0.8595
different,0489_c002_00076135_0.jpg,0380_c013_00064905_0.jpg,0489,0380,1,2,4,7,0.9270
different,0489_c009_00084920_0.jpg,0089_c005_00058785_0.jpg,0489,0089,1,6,4,3,0.8289
different,0489_c010_00077155_0.jpg,0391_c016_00036065_0.jpg,0489,0391,1,8,4,1,0.6055
different,0489_c007_00085700_0.jpg,0102_c016_00005050_0.jpg,0489,0102,1,6,4,3,0.8913
different,0489_c006_00076985_0.jpg,0005_c005_00078395_0.jpg,0489,0005,1,4,4,2,0.7272
different,0489_c010_00077155_0.jpg,0192_c009_00078730_0.jpg,0489,0192,1,2,4,5,0.7839
different,0489_c002_00076095_0.jpg,0306_c003_00016480_0.jpg,0489,0306,1,4,4,7,0.8617
different,0489_c002_00076135_0.jpg,0126_c007_00061830_1.jpg,0489,0126,1,8,4,7,0.8944
different,0489_c004_00084685_0.jpg,0402_c011_00055330_0.jpg,0489,0402,1,8,4,1,0.6365
different,0489_c004_00084640_0.jpg,0294_c005_00061745_0.jpg,0489,0294,1,4,4,7,0.7676
different,0489_c008_00084945_0.jpg,0154_c014_00041045_0.jpg,0489,0154,1,8,4,5,0.6613
different,0489_c004_00084640_0.jpg,0300_c012_00078670_0.jpg,0489,0300,1,4,4,7,0.7263
different,0489_c002_00076135_0.jpg,0586_c002_00069815_0.jpg,0489,0586,1,2,4,10,0.8535
different,0489_c005_00085600_1.jpg,0105_c014_00069950_0.jpg,0489,0105,1,6,4,3,0.8092
different,0489_c010_00077145_0.jpg,0371_c014_00063070_0.jpg,0489,0371,1,2,4,7,0.7822
different,0489_c007_00085695_0.jpg,0388_c009_00071140_0.jpg,0489,0388,1,2,4,7,0.8770
different,0489_c011_00076925_1.jpg,0602_c016_00021880_0.jpg,0489,0602,1,2,4,10,0.7609
different,0489_c010_00077155_0.jpg,0597_c004_00003320_0.jpg,0489,0597,1,2,4,10,0.7825
different,0489_c006_00076950_0.jpg,0584_c019_00061380_0.jpg,0489,0584,1,2,4,10,0.8162
different,0489_c011_00076975_0.jpg,0606_c014_00087225_0.jpg,0489,0606,1,2,4,10,0.8879
different,0489_c003_00084705_0.jpg,0142_c019_00088270_0.jpg,0489,0142,1,8,4,7,0.9388
different,0489_c006_00076890_3.jpg,0006_c016_00022035_0.jpg,0489,0006,1,2,4,2,0.6582
same_type_diff_color,0118_c015_00065415_0.jpg,0150_c012_00048985_0.jpg,0118,0150,8,8,1,7,0.7598
same_type_diff_color,0118_c004_00089015_0.jpg,0143_c014_00074740_0.jpg,0118,0143,8,8,1,7,0.7422
same_type_diff_color,0118_c019_00066015_0.jpg,0130_c007_00059545_0.jpg,0118,0130,8,8,1,7,0.8924
same_type_diff_color,0118_c002_00086295_0.jpg,0126_c006_00060200_1.jpg,0118,0126,8,8,1,7,0.7868
same_type_diff_color,0118_c005_00089870_0.jpg,0154_c016_00041265_0.jpg,0118,0154,8,8,1,5,0.7640
same_type_diff_color,0118_c011_00088220_0.jpg,0166_c013_00038855_1.jpg,0118,0166,8,8,1,4,0.6280
same_type_diff_color,0118_c010_00088420_0.jpg,0142_c019_00088270_0.jpg,0118,0142,8,8,1,7,0.7841
same_type_diff_color,0118_c019_00065995_1.jpg,0129_c015_00026710_1.jpg,0118,0129,8,8,1,7,0.8581
same_type_diff_color,0118_c015_00065415_0.jpg,0122_c015_00038425_0.jpg,0118,0122,8,8,1,6,0.8645
same_type_diff_color,0118_c003_00089055_0.jpg,0145_c016_00026450_0.jpg,0118,0145,8,8,1,7,0.8123
same_type_diff_color,0118_c017_00066240_0.jpg,0174_c012_00076450_1.jpg,0118,0174,8,8,1,4,0.7426
same_type_diff_color,0118_c009_00089295_0.jpg,0135_c012_00060335_0.jpg,0118,0135,8,8,1,7,0.6740
same_type_diff_color,0118_c001_00068815_0.jpg,0134_c012_00065985_0.jpg,0118,0134,8,8,1,7,0.8366
same_type_diff_color,0118_c014_00065425_0.jpg,0173_c015_00069130_0.jpg,0118,0173,8,8,1,4,0.7477
same_type_diff_color,0118_c012_00066890_0.jpg,0162_c009_00033030_0.jpg,0118,0162,8,8,1,4,0.7780
same_type_diff_color,0118_c016_00065240_0.jpg,0132_c019_00017380_0.jpg,0118,0132,8,8,1,7,0.7307
same_type_diff_color,0118_c007_00089890_0.jpg,0172_c002_00079590_0.jpg,0118,0172,8,8,1,4,0.6363
same_type_diff_color,0118_c004_00089005_0.jpg,0144_c014_00024260_0.jpg,0118,0144,8,8,1,7,0.6549
same_type_diff_color,0118_c006_00088220_1.jpg,0151_c007_00087545_0.jpg,0118,0151,8,8,1,7,0.6708
same_type_diff_color,0653_c012_00070710_1.jpg,0489_c006_00076985_0.jpg,0653,0489,1,1,10,4,0.7066
same_type_diff_color,0653_c017_00070185_0.jpg,0247_c001_00086390_0.jpg,0653,0247,1,1,10,9,0.6255
same_type_diff_color,0653_c017_00070200_0.jpg,0179_c014_00026610_0.jpg,0653,0179,1,1,10,5,0.5008
same_type_diff_color,0653_c015_00069295_0.jpg,0030_c009_00050620_0.jpg,0653,0030,1,1,10,5,0.7168
same_type_diff_color,0653_c017_00070195_0.jpg,0494_c002_00022580_1.jpg,0653,0494,1,1,10,4,0.8832
same_type_diff_color,0653_c001_00072125_0.jpg,0014_c013_00040815_0.jpg,0653,0014,1,1,10,5,0.7040
same_type_diff_color,0653_c019_00070020_0.jpg,0188_c012_00048575_0.jpg,0653,0188,1,1,10,5,0.6336
same_type_diff_color,0653_c015_00069285_0.jpg,0322_c013_00039175_0.jpg,0653,0322,1,1,10,7,0.7043
same_type_diff_color,0653_c014_00069205_0.jpg,0231_c001_00038080_0.jpg,0653,0231,1,1,10,8,0.8841
same_type_diff_color,0653_c017_00070170_1.jpg,0318_c001_00026080_0.jpg,0653,0318,1,1,10,7,0.8133
same_type_diff_color,0653_c001_00072120_0.jpg,0177_c014_00068580_0.jpg,0653,0177,1,1,10,5,0.5709
same_type_diff_color,0653_c019_00070030_0.jpg,0326_c002_00085225_0.jpg,0653,0326,1,1,10,7,0.8350
same_type_diff_color,0653_c014_00069205_0.jpg,0027_c001_00013005_0.jpg,0653,0027,1,1,10,5,0.6247
same_type_diff_color,0653_c015_00069285_0.jpg,0180_c003_00063125_0.jpg,0653,0180,1,1,10,5,0.6202
same_type_diff_color,0653_c019_00070035_0.jpg,0482_c009_00054155_0.jpg,0653,0482,1,1,10,4,0.9153
same_type_diff_color,0653_c014_00069220_0.jpg,0569_c012_00087745_0.jpg,0653,0569,1,1,10,4,0.8824
same_type_diff_color,0653_c016_00068925_1.jpg,0541_c006_00051905_0.jpg,0653,0541,1,1,10,4,0.7322
same_type_diff_color,0653_c017_00070170_1.jpg,0332_c013_00012975_0.jpg,0653,0332,1,1,10,7,0.8305
same_type_diff_color,0653_c015_00069310_0.jpg,0237_c015_00065510_0.jpg,0653,0237,1,1,10,8,0.7403
same_type_diff_color,0653_c014_00069220_0.jpg,0035_c011_00001085_0.jpg,0653,0035,1,1,10,5,0.5222
same_type_diff_color,0653_c014_00069225_0.jpg,0310_c002_00014105_0.jpg,0653,0310,1,1,10,7,0.8422
same_type_diff_color,0653_c017_00070185_0.jpg,0485_c003_00050620_1.jpg,0653,0485,1,1,10,4,0.8004
same_type_diff_color,0653_c019_00070025_0.jpg,0319_c006_00085665_0.jpg,0653,0319,1,1,10,7,0.7147
same_type_diff_color,0653_c012_00070700_1.jpg,0543_c004_00000240_0.jpg,0653,0543,1,1,10,4,0.7856
same_type_diff_color,0653_c012_00070730_0.jpg,0357_c015_00069395_0.jpg,0653,0357,1,1,10,7,0.7392
same_type_diff_color,0653_c014_00069225_0.jpg,0042_c003_00087140_0.jpg,0653,0042,1,1,10,6,0.6956
same_type_diff_color,0653_c012_00070740_0.jpg,0315_c006_00026050_0.jpg,0653,0315,1,1,10,7,0.7270
same_type_diff_color,0653_c019_00070035_0.jpg,0570_c009_00069665_0.jpg,0653,0570,1,1,10,4,0.8814
same_type_diff_color,0653_c016_00068940_0.jpg,0183_c016_00029105_0.jpg,0653,0183,1,1,10,5,0.4974
same_type_diff_color,0653_c016_00068915_0.jpg,0327_c014_00043365_0.jpg,0653,0327,1,1,10,7,0.8016
same_type_diff_color,0653_c013_00070805_0.jpg,0344_c016_00037075_2.jpg,0653,0344,1,1,10,7,0.8239
same_type_diff_color,0653_c001_00072125_0.jpg,0038_c004_00008455_0.jpg,0653,0038,1,1,10,5,0.6487
same_type_diff_color,0653_c012_00070730_0.jpg,0249_c015_00021250_0.jpg,0653,0249,1,1,10,9,0.9214
same_type_diff_color,0653_c014_00069225_0.jpg,0182_c004_00039355_0.jpg,0653,0182,1,1,10,5,0.5693
same_type_diff_color,0653_c019_00070035_0.jpg,0361_c003_00072940_0.jpg,0653,0361,1,1,10,7,0.7990
same_type_diff_color,0653_c019_00070035_0.jpg,0554_c011_00019735_0.jpg,0653,0554,1,1,10,4,0.8902
same_type_diff_color,0653_c001_00072185_1.jpg,0507_c008_00056095_0.jpg,0653,0507,1,1,10,4,0.8362
same_type_diff_color,0653_c019_00070010_0.jpg,0545_c006_00015740_0.jpg,0653,0545,1,1,10,4,0.8361
same_type_diff_color,0653_c014_00069210_0.jpg,0546_c004_00020345_0.jpg,0653,0546,1,1,10,4,0.8215
same_type_diff_color,0653_c013_00070795_0.jpg,0515_c017_00055705_0.jpg,0653,0515,1,1,10,4,0.8198
same_type_diff_color,0653_c015_00069300_0.jpg,0566_c001_00036440_0.jpg,0653,0566,1,1,10,4,0.7234
same_type_diff_color,0653_c016_00068935_1.jpg,0522_c003_00081095_0.jpg,0653,0522,1,1,10,4,0.7580
same_type_diff_color,0653_c016_00068940_0.jpg,0518_c019_00045635_0.jpg,0653,0518,1,1,10,4,0.9038
same_type_diff_color,0653_c001_00072130_0.jpg,0337_c009_00034190_0.jpg,0653,0337,1,1,10,7,0.7283
same_type_diff_color,0653_c016_00068930_1.jpg,0456_c016_00010495_0.jpg,0653,0456,1,1,10,4,0.7751
same_type_diff_color,0653_c017_00070175_1.jpg,0486_c007_00040775_0.jpg,0653,0486,1,1,10,4,0.8115
same_type_diff_color,0653_c019_00070025_0.jpg,0510_c002_00031880_1.jpg,0653,0510,1,1,10,4,0.9185
same_type_diff_color,0489_c008_00084945_0.jpg,0727_c006_00085610_0.jpg,0489,0727,1,1,4,10,0.9200
same_type_diff_color,0489_c008_00084935_0.jpg,0247_c014_00082315_0.jpg,0489,0247,1,1,4,9,0.8233
same_type_diff_color,0489_c006_00076910_1.jpg,0774_c009_00056855_0.jpg,0489,0774,1,1,4,10,0.8615
same_type_diff_color,0489_c002_00076160_0.jpg,0772_c003_00006585_0.jpg,0489,0772,1,1,4,10,0.9117
same_type_diff_color,0489_c006_00076950_0.jpg,0179_c013_00028055_0.jpg,0489,0179,1,1,4,5,0.6637
same_type_diff_color,0489_c007_00085730_0.jpg,0660_c016_00033240_0.jpg,0489,0660,1,1,4,10,0.8738
same_type_diff_color,0489_c009_00084910_0.jpg,0761_c001_00088035_0.jpg,0489,0761,1,1,4,10,0.8731
same_type_diff_color,0489_c010_00077140_0.jpg,0030_c009_00050620_0.jpg,0489,0030,1,1,4,5,0.7587
same_type_diff_color,0489_c006_00076910_1.jpg,0014_c019_00040065_0.jpg,0489,0014,1,1,4,5,0.6649
same_type_diff_color,0489_c004_00084685_0.jpg,0188_c017_00047990_0.jpg,0489,0188,1,1,4,5,0.6836
same_type_diff_color,0489_c006_00076890_3.jpg,0322_c012_00039060_0.jpg,0489,0322,1,1,4,7,0.7009
same_type_diff_color,0489_c010_00077160_0.jpg,0231_c001_00038080_0.jpg,0489,0231,1,1,4,8,0.9526
same_type_diff_color,0489_c011_00076980_0.jpg,0461_c016_00018410_0.jpg,0489,0461,1,1,4,10,0.8772
same_type_diff_color,0489_c003_00084685_0.jpg,0677_c008_00085465_0.jpg,0489,0677,1,1,4,10,0.7607
same_type_diff_color,0489_c006_00076910_1.jpg,0318_c010_00005600_0.jpg,0489,0318,1,1,4,7,0.8005
same_type_diff_color,0489_c005_00085585_1.jpg,0177_c001_00072040_0.jpg,0489,0177,1,1,4,5,0.6507
same_type_diff_color,0489_c010_00077165_0.jpg,0771_c008_00070645_0.jpg,0489,0771,1,1,4,10,0.8239
same_type_diff_color,0489_c008_00084955_0.jpg,0326_c011_00086190_0.jpg,0489,0326,1,1,4,7,0.7545
same_type_diff_color,0489_c004_00084685_0.jpg,0659_c001_00078335_0.jpg,0489,0659,1,1,4,10,0.7884
same_type_diff_color,0489_c004_00084685_0.jpg,0027_c016_00011160_0.jpg,0489,0027,1,1,4,5,0.7430
same_type_diff_color,0489_c002_00076095_0.jpg,0476_c013_00012125_0.jpg,0489,0476,1,1,4,10,0.9173
same_type_diff_color,0489_c011_00076980_0.jpg,0180_c003_00044980_0.jpg,0489,0180,1,1,4,5,0.7672
same_type_diff_color,0489_c007_00085700_0.jpg,0654_c007_00052785_0.jpg,0489,0654,1,1,4,10,0.8843
same_type_diff_color,0489_c011_00076950_0.jpg,0663_c003_00038010_0.jpg,0489,0663,1,1,4,10,0.8576
same_type_diff_color,0489_c011_00076925_1.jpg,0687_c003_00020000_0.jpg,0489,0687,1,1,4,10,0.8244
same_type_diff_color,0489_c005_00085600_1.jpg,0775_c003_00071570_0.jpg,0489,0775,1,1,4,10,0.7925
same_type_diff_color,0489_c009_00084915_0.jpg,0630_c003_00051135_0.jpg,0489,0630,1,1,4,10,0.9246
same_type_diff_color,0489_c009_00084915_0.jpg,0332_c001_00012630_0.jpg,0489,0332,1,1,4,7,0.8054
same_type_diff_color,0489_c009_00084910_0.jpg,0237_c014_00065505_0.jpg,0489,0237,1,1,4,8,0.8089
same_type_diff_color,0489_c011_00076980_0.jpg,0625_c009_00010305_0.jpg,0489,0625,1,1,4,10,0.9110
same_type_diff_color,0489_c010_00077160_0.jpg,0035_c011_00001095_0.jpg,0489,0035,1,1,4,5,0.6908
same_type_diff_color,0489_c002_00076135_0.jpg,0467_c017_00015540_0.jpg,0489,0467,1,1,4,10,0.8851
same_type_diff_color,0489_c002_00076105_0.jpg,0622_c015_00065810_0.jpg,0489,0622,1,1,4,10,0.8153
same_type_diff_color,0489_c006_00076970_0.jpg,0310_c007_00017005_0.jpg,0489,0310,1,1,4,7,0.8321
same_type_diff_color,0489_c004_00084650_0.jpg,0717_c011_00055480_0.jpg,0489,0717,1,1,4,10,0.8714
same_type_diff_color,0489_c002_00076115_0.jpg,0652_c004_00063130_1.jpg,0489,0652,1,1,4,10,0.8597
same_type_diff_color,0489_c007_00085695_0.jpg,0662_c005_00005645_2.jpg,0489,0662,1,1,4,10,0.9328
same_type_diff_color,0489_c006_00076890_3.jpg,0721_c003_00062475_0.jpg,0489,0721,1,1,4,10,0.7273
same_type_diff_color,0489_c003_00084695_0.jpg,0634_c002_00054660_0.jpg,0489,0634,1,1,4,10,0.7988
same_type_diff_color,0489_c009_00084920_0.jpg,0668_c006_00007870_1.jpg,0489,0668,1,1,4,10,0.9313
same_type_diff_color,0489_c008_00084935_0.jpg,0642_c017_00022110_0.jpg,0489,0642,1,1,4,10,0.8524
same_type_diff_color,0489_c002_00076085_1.jpg,0319_c003_00086430_0.jpg,0489,0319,1,1,4,7,0.7883
same_type_diff_color,0489_c008_00084955_0.jpg,0657_c010_00065895_0.jpg,0489,0657,1,1,4,10,0.9373
same_type_diff_color,0489_c005_00085635_0.jpg,0623_c017_00079870_0.jpg,0489,0623,1,1,4,10,0.8751
same_type_diff_color,0489_c003_00084705_0.jpg,0357_c014_00069305_0.jpg,0489,0357,1,1,4,7,0.8267
same_type_diff_color,0489_c007_00085730_0.jpg,0042_c013_00083435_0.jpg,0489,0042,1,1,4,6,0.7353
same_type_diff_color,0489_c002_00076160_0.jpg,0753_c011_00048450_0.jpg,0489,0753,1,1,4,10,0.8826
same_type_diff_color,0489_c008_00084935_0.jpg,0480_c014_00018570_0.jpg,0489,0480,1,1,4,10,0.8579
same_type_diff_color,0489_c007_00085700_0.jpg,0315_c004_00000550_0.jpg,0489,0315,1,1,4,7,0.7807
same_type_diff_color,0489_c004_00084680_0.jpg,0712_c004_00036110_1.jpg,0489,0712,1,1,4,10,0.8886
same_type_diff_color,0489_c011_00076950_0.jpg,0696_c014_00086950_0.jpg,0489,0696,1,1,4,10,0.8496
same_type_diff_color,0489_c005_00085585_1.jpg,0711_c008_00000790_0.jpg,0489,0711,1,1,4,10,0.8061
same_type_diff_color,0489_c005_00085635_0.jpg,0631_c004_00041460_0.jpg,0489,0631,1,1,4,10,0.8614
same_type_diff_color,0489_c003_00084715_0.jpg,0773_c007_00006875_0.jpg,0489,0773,1,1,4,10,0.9069
same_type_diff_color,0489_c004_00084685_0.jpg,0768_c015_00058160_0.jpg,0489,0768,1,1,4,10,0.9161
same_type_diff_color,0489_c009_00084920_0.jpg,0183_c012_00027190_0.jpg,0489,0183,1,1,4,5,0.6487
same_type_diff_color,0489_c004_00084655_0.jpg,0327_c016_00043895_0.jpg,0489,0327,1,1,4,7,0.7936
same_type_diff_color,0489_c007_00085730_0.jpg,0344_c014_00036010_0.jpg,0489,0344,1,1,4,7,0.7598
same_type_diff_color,0489_c008_00084945_0.jpg,0685_c008_00025225_0.jpg,0489,0685,1,1,4,10,0.9445
same_type_diff_color,0489_c003_00084665_0.jpg,0038_c004_00008415_0.jpg,0489,0038,1,1,4,5,0.6529
same_type_diff_color,0489_c003_00084695_0.jpg,0249_c016_00021605_0.jpg,0489,0249,1,1,4,9,0.9090
same_type_diff_color,0489_c008_00084950_0.jpg,0624_c011_00059655_0.jpg,0489,0624,1,1,4,10,0.9021
same_type_diff_color,0489_c010_00077160_0.jpg,0182_c002_00041140_1.jpg,0489,0182,1,1,4,5,0.7812
same_type_diff_color,0489_c002_00076095_0.jpg,0676_c006_00011885_0.jpg,0489,0676,1,1,4,10,0.8573
same_type_diff_color,0489_c009_00084910_0.jpg,0361_c003_00072940_0.jpg,0489,0361,1,1,4,7,0.7728
same_type_diff_color,0489_c007_00085700_0.jpg,0698_c014_00051985_0.jpg,0489,0698,1,1,4,10,0.8777
same_type_diff_color,0489_c010_00077150_0.jpg,0720_c009_00069685_0.jpg,0489,0720,1,1,4,10,0.8256
same_type_diff_color,0489_c010_00077140_0.jpg,0477_c019_00018545_0.jpg,0489,0477,1,1,4,10,0.8890
same_type_diff_color,0489_c008_00084950_0.jpg,0729_c003_00002215_0.jpg,0489,0729,1,1,4,10,0.8706
same_type_diff_color,0489_c003_00084695_0.jpg,0473_c011_00030315_0.jpg,0489,0473,1,1,4,10,0.8047
same_type_diff_color,0489_c004_00084685_0.jpg,0770_c012_00033110_0.jpg,0489,0770,1,1,4,10,0.8503
same_type_diff_color,0489_c003_00084695_0.jpg,0699_c013_00039545_0.jpg,0489,0699,1,1,4,10,0.8399
same_type_diff_color,0489_c002_00076085_1.jpg,0776_c005_00000520_0.jpg,0489,0776,1,1,4,10,0.8619
same_type_diff_color,0489_c008_00084930_0.jpg,0337_c006_00071890_3.jpg,0489,0337,1,1,4,7,0.7927
same_type_diff_color,0489_c010_00077150_0.jpg,0646_c019_00007620_0.jpg,0489,0646,1,1,4,10,0.8860
same_type_diff_color,0489_c011_00076975_0.jpg,0742_c012_00031380_0.jpg,0489,0742,1,1,4,10,0.8787
same_type_diff_color,0489_c004_00084685_0.jpg,0672_c002_00043865_0.jpg,0489,0672,1,1,4,10,0.9124
same_type_diff_color,0727_c006_00000250_0.jpg,0247_c014_00082335_0.jpg,0727,0247,1,1,10,9,0.7689
same_type_diff_color,0727_c006_00000320_0.jpg,0179_c002_00029125_0.jpg,0727,0179,1,1,10,5,0.5850
same_type_diff_color,0727_c003_00085000_0.jpg,0030_c005_00051610_1.jpg,0727,0030,1,1,10,5,0.6046
same_type_diff_color,0727_c003_00000880_0.jpg,0494_c010_00022030_0.jpg,0727,0494,1,1,10,4,0.9306
same_type_diff_color,0727_c011_00085575_0.jpg,0014_c012_00040740_0.jpg,0727,0014,1,1,10,5,0.5896
same_type_diff_color,0727_c006_00085595_0.jpg,0188_c010_00053560_0.jpg,0727,0188,1,1,10,5,0.5783
same_type_diff_color,0727_c003_00085000_0.jpg,0322_c017_00038475_0.jpg,0727,0322,1,1,10,7,0.7910
same_type_diff_color,0727_c004_00084930_0.jpg,0231_c002_00038570_0.jpg,0727,0231,1,1,10,8,0.7826
same_type_diff_color,0727_c004_00000855_0.jpg,0318_c014_00022410_0.jpg,0727,0318,1,1,10,7,0.7241
same_type_diff_color,0727_c006_00000320_0.jpg,0177_c014_00068565_0.jpg,0727,0177,1,1,10,5,0.5554
same_type_diff_color,0727_c010_00085575_0.jpg,0326_c011_00086185_0.jpg,0727,0326,1,1,10,7,0.7047
same_type_diff_color,0727_c003_00000890_0.jpg,0027_c015_00011440_0.jpg,0727,0027,1,1,10,5,0.6067
same_type_diff_color,0727_c003_00000875_0.jpg,0180_c003_00063155_0.jpg,0727,0180,1,1,10,5,0.6754
same_type_diff_color,0727_c011_00085580_0.jpg,0482_c011_00052810_1.jpg,0727,0482,1,1,10,4,0.6821
same_type_diff_color,0727_c010_00085580_0.jpg,0569_c012_00087775_0.jpg,0727,0569,1,1,10,4,0.7580
same_type_diff_color,0727_c004_00000810_0.jpg,0541_c009_00051125_0.jpg,0727,0541,1,1,10,4,0.7810
same_type_diff_color,0727_c004_00000855_0.jpg,0332_c016_00015860_0.jpg,0727,0332,1,1,10,7,0.7854
same_type_diff_color,0727_c003_00000870_0.jpg,0237_c014_00065500_0.jpg,0727,0237,1,1,10,8,0.7869
same_type_diff_color,0727_c011_00000205_0.jpg,0035_c006_00001150_0.jpg,0727,0035,1,1,10,5,0.5284
same_type_diff_color,0727_c003_00084990_0.jpg,0310_c003_00015950_0.jpg,0727,0310,1,1,10,7,0.6781
same_type_diff_color,0727_c003_00084990_0.jpg,0485_c005_00051180_1.jpg,0727,0485,1,1,10,4,0.7330
same_type_diff_color,0727_c006_00085580_0.jpg,0319_c009_00086570_0.jpg,0727,0319,1,1,10,7,0.7933
same_type_diff_color,0727_c010_00000395_0.jpg,0543_c002_00001550_0.jpg,0727,0543,1,1,10,4,0.7705
same_type_diff_color,0727_c010_00000405_0.jpg,0357_c015_00069395_0.jpg,0727,0357,1,1,10,7,0.7739
same_type_diff_color,0727_c006_00000300_0.jpg,0042_c010_00086415_0.jpg,0727,0042,1,1,10,6,0.8853
same_type_diff_color,0727_c006_00000265_0.jpg,0315_c014_00035455_0.jpg,0727,0315,1,1,10,7,0.8077
same_type_diff_color,0727_c003_00000885_0.jpg,0570_c009_00069655_0.jpg,0727,0570,1,1,10,4,0.8509
same_type_diff_color,0727_c010_00000400_0.jpg,0183_c017_00027895_0.jpg,0727,0183,1,1,10,5,0.6751
same_type_diff_color,0727_c004_00084950_0.jpg,0327_c014_00043375_1.jpg,0727,0327,1,1,10,7,0.7721
same_type_diff_color,0727_c011_00085580_0.jpg,0344_c014_00036020_0.jpg,0727,0344,1,1,10,7,0.7174
same_type_diff_color,0727_c004_00084965_0.jpg,0038_c019_00003500_0.jpg,0727,0038,1,1,10,5,0.5634
same_type_diff_color,0727_c006_00085545_0.jpg,0249_c015_00021245_0.jpg,0727,0249,1,1,10,9,0.9110
same_type_diff_color,0727_c006_00085565_0.jpg,0182_c008_00039230_0.jpg,0727,0182,1,1,10,5,0.6831
same_type_diff_color,0727_c011_00085560_0.jpg,0361_c011_00073595_0.jpg,0727,0361,1,1,10,7,0.7178
same_type_diff_color,0727_c010_00085580_0.jpg,0554_c007_00021705_0.jpg,0727,0554,1,1,10,4,0.7804
same_type_diff_color,0727_c006_00000250_0.jpg,0507_c006_00055105_0.jpg,0727,0507,1,1,10,4,0.8307
same_type_diff_color,0727_c003_00000875_0.jpg,0545_c002_00017310_0.jpg,0727,0545,1,1,10,4,0.8681
same_type_diff_color,0727_c004_00084920_0.jpg,0546_c019_00015605_0.jpg,0727,0546,1,1,10,4,0.6235
same_type_diff_color,0727_c006_00085610_0.jpg,0515_c019_00055980_0.jpg,0727,0515,1,1,10,4,0.8418
same_type_diff_color,0727_c006_00000265_0.jpg,0566_c019_00037890_0.jpg,0727,0566,1,1,10,4,0.9204
same_type_diff_color,0727_c010_00000395_0.jpg,0522_c011_00038715_0.jpg,0727,0522,1,1,10,4,0.8057
same_type_diff_color,0727_c004_00084930_0.jpg,0518_c016_00044325_0.jpg,0727,0518,1,1,10,4,0.8446
same_type_diff_color,0727_c006_00000320_0.jpg,0337_c019_00075015_0.jpg,0727,0337,1,1,10,7,0.7987
same_type_diff_color,0727_c011_00085580_0.jpg,0456_c014_00009165_0.jpg,0727,0456,1,1,10,4,0.6661
same_type_diff_color,0727_c011_00085585_0.jpg,0486_c015_00075095_1.jpg,0727,0486,1,1,10,4,0.8294
same_type_diff_color,0727_c006_00085560_0.jpg,0510_c002_00031950_1.jpg,0727,0510,1,1,10,4,0.8073
same_type_diff_color,0247_c019_00083370_0.jpg,0774_c009_00056825_0.jpg,0247,0774,1,1,9,10,0.7258
same_type_diff_color,0247_c019_00083365_0.jpg,0772_c009_00006645_0.jpg,0247,0772,1,1,9,10,0.6832
same_type_diff_color,0247_c014_00082325_0.jpg,0179_c002_00029115_0.jpg,0247,0179,1,1,9,5,0.7398
same_type_diff_color,0247_c013_00084285_0.jpg,0660_c016_00028735_0.jpg,0247,0660,1,1,9,10,0.6805
same_type_diff_color,0247_c016_00082130_0.jpg,0761_c002_00087630_0.jpg,0247,0761,1,1,9,10,0.7197
same_type_diff_color,0247_c014_00082320_0.jpg,0030_c008_00049755_0.jpg,0247,0030,1,1,9,5,0.7745
same_type_diff_color,0247_c019_00083390_0.jpg,0494_c011_00022040_1.jpg,0247,0494,1,1,9,4,0.8289
same_type_diff_color,0247_c016_00082120_0.jpg,0014_c016_00039155_0.jpg,0247,0014,1,1,9,5,0.8931
same_type_diff_color,0247_c001_00086390_0.jpg,0188_c005_00055735_0.jpg,0247,0188,1,1,9,5,0.7298
same_type_diff_color,0247_c001_00086435_0.jpg,0322_c014_00037735_0.jpg,0247,0322,1,1,9,7,0.7571
