rank,vehicle_id,query_views_fused,query_img,gallery_imgs,similarity
7,0361,7,0361_c009_00072765_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9937
8,0361,8,0361_c010_00073525_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9933
9,0361,9,0361_c011_00073555_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9932
10,0361,10,0361_c013_00036340_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9938
11,0361,11,0361_c014_00038035_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9937
12,0361,12,0361_c015_00037850_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9931
13,0361,13,0361_c016_00038750_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9925
14,0361,14,0361_c017_00036915_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9929
15,0361,15,0361_c019_00037125_0.jpg,0361_c001_00035850_0.jpg|0361_c001_00035850_0.jpg|0361_c013_00036340_0.jpg|0361_c001_00035850_0.jpg,0.9922
1,0365,1,0365_c001_00026500_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9912
2,0365,2,0365_c002_00025690_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9874
3,0365,3,0365_c003_00034590_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9892
4,0365,4,0365_c004_00034510_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9902
5,0365,5,0365_c006_00033770_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9907
6,0365,6,0365_c008_00086170_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9940
7,0365,7,0365_c009_00086255_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9949
8,0365,8,0365_c010_00033870_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9952
9,0365,9,0365_c011_00033705_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9946
10,0365,10,0365_c012_00028980_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9942
11,0365,11,0365_c013_00030300_0.jpg,0365_c008_00086170_0.jpg|0365_c008_00086170_0.jpg|0365_c009_00086260_0.jpg|0365_c011_00086750_0.jpg,0.9945
1,0385,1,0385_c014_00037580_0.jpg,0385_c015_00039335_0.jpg|0385_c016_00048285_0.jpg|0385_c014_00039515_0.jpg|0385_c014_00039515_0.jpg,0.9922
2,0385,2,0385_c015_00037575_0.jpg,0385_c015_00039335_0.jpg|0385_c016_00048285_0.jpg|0385_c014_00039515_0.jpg|0385_c014_00039515_0.jpg,0.9916
3,0385,3,0385_c016_00048285_0.jpg,0385_c015_00039335_0.jpg|0385_c016_00048285_0.jpg|0385_c014_00039515_0.jpg|0385_c014_00039515_0.jpg,0.9913
4,0385,4,0385_c017_00038400_0.jpg,0385_c015_00039335_0.jpg|0385_c016_00048285_0.jpg|0385_c014_00039515_0.jpg|0385_c014_00039515_0.jpg,0.9927
5,0385,5,0385_c019_00038185_0.jpg,0385_c015_00039335_0.jpg|0385_c016_00048285_0.jpg|0385_c014_00039515_0.jpg|0385_c014_00039515_0.jpg,0.9927
1,0391,1,0391_c001_00033370_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9944
2,0391,2,0391_c002_00030285_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9980
3,0391,3,0391_c012_00033975_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9982
4,0391,4,0391_c013_00033840_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9993
5,0391,5,0391_c014_00035670_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9989
6,0391,6,0391_c015_00035500_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9990
7,0391,7,0391_c016_00036770_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9992
8,0391,8,0391_c017_00034665_0.jpg,0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c016_00036020_0.jpg|0391_c014_00035670_0.jpg,0.9991
1,0402,1,0402_c001_00017020_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9994
2,0402,2,0402_c002_00016070_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9973
3,0402,3,0402_c003_00056010_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9967
4,0402,4,0402_c004_00055990_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9968
5,0402,5,0402_c006_00055365_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9957
6,0402,6,0402_c010_00055505_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9966
7,0402,7,0402_c011_00055360_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9968
8,0402,8,0402_c012_00017695_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9974
9,0402,9,0402_c013_00017525_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9970
10,0402,10,0402_c014_00048185_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9957
11,0402,11,0402_c015_00019425_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9958
12,0402,12,0402_c016_00019805_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9957
13,0402,13,0402_c017_00018490_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9966
14,0402,14,0402_c019_00018820_0.jpg,0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg|0402_c001_00074305_0.jpg,0.9962
1,0405,1,0405_c001_00007305_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9992
2,0405,2,0405_c002_00006795_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9980
3,0405,3,0405_c003_00046195_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9952
4,0405,4,0405_c004_00046160_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9962
5,0405,5,0405_c006_00045615_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9968
6,0405,6,0405_c010_00045750_1.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9965
7,0405,7,0405_c011_00045595_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9964
8,0405,8,0405_c012_00007995_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9972
9,0405,9,0405_c013_00007850_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9968
10,0405,10,0405_c014_00009965_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9979
11,0405,11,0405_c015_00009840_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9977
12,0405,12,0405_c016_00010335_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9973
13,0405,13,0405_c017_00008860_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9977
14,0405,14,0405_c019_00064340_0.jpg,0405_c012_00062920_0.jpg|0405_c001_00062250_0.jpg|0405_c001_00062250_0.jpg|0405_c012_00008015_0.jpg,0.9975
1,0416,1,0416_c001_00019975_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9963
2,0416,2,0416_c012_00020440_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9921
3,0416,3,0416_c013_00020300_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9899
4,0416,4,0416_c014_00022380_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9879
5,0416,5,0416_c015_00022250_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9865
6,0416,6,0416_c016_00023795_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9868
7,0416,7,0416_c017_00021215_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9865
8,0416,8,0416_c019_00021555_0.jpg,0416_c001_00019975_0.jpg|0416_c013_00020315_0.jpg|0416_c001_00019975_0.jpg|0416_c001_00019975_0.jpg,0.9858
1,0417,1,0417_c003_00088715_0.jpg,0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg,1.0000
2,0417,2,0417_c004_00088660_0.jpg,0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg,0.9948
3,0417,3,0417_c010_00088045_0.jpg,0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg|0417_c003_00088715_0.jpg,0.9909
1,0420,1,0420_c003_00063645_0.jpg,0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c004_00063505_1.jpg,0.9982
2,0420,2,0420_c004_00063505_1.jpg,0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c004_00063505_1.jpg,0.9986
3,0420,3,0420_c006_00064075_1.jpg,0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c004_00063505_1.jpg,0.9960
4,0420,4,0420_c008_00063425_0.jpg,0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c004_00063505_1.jpg,0.9972
5,0420,5,0420_c009_00063480_0.jpg,0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c004_00063505_1.jpg,0.9981
6,0420,6,0420_c010_00064065_0.jpg,0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c004_00063505_1.jpg,0.9983
7,0420,7,0420_c011_00064055_0.jpg,0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c003_00063645_0.jpg|0420_c004_00063505_1.jpg,0.9976
1,0421,1,0421_c001_00064115_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9986
2,0421,2,0421_c002_00064765_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9986
3,0421,3,0421_c012_00062860_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9964
4,0421,4,0421_c013_00062920_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9928
5,0421,5,0421_c014_00060810_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9943
6,0421,6,0421_c015_00060860_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9937
7,0421,7,0421_c016_00060530_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9913
8,0421,8,0421_c017_00062205_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9913
9,0421,9,0421_c019_00061820_0.jpg,0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c001_00064115_0.jpg|0421_c002_00064765_0.jpg,0.9908
1,0427,1,0427_c003_00006615_1.jpg,0427_c007_00007365_0.jpg|0427_c007_00007385_0.jpg|0427_c007_00007365_0.jpg|0427_c007_00007380_0.jpg,0.9640
2,0427,2,0427_c005_00007295_0.jpg,0427_c007_00007365_0.jpg|0427_c007_00007385_0.jpg|0427_c007_00007365_0.jpg|0427_c007_00007380_0.jpg,0.9780
3,0427,3,0427_c007_00007385_0.jpg,0427_c007_00007365_0.jpg|0427_c007_00007385_0.jpg|0427_c007_00007365_0.jpg|0427_c007_00007380_0.jpg,0.9896
4,0427,4,0427_c008_00006890_0.jpg,0427_c007_00007365_0.jpg|0427_c007_00007385_0.jpg|0427_c007_00007365_0.jpg|0427_c007_00007380_0.jpg,0.9877
5,0427,5,0427_c009_00006790_0.jpg,0427_c007_00007365_0.jpg|0427_c007_00007385_0.jpg|0427_c007_00007365_0.jpg|0427_c007_00007380_0.jpg,0.9863
1,0446,1,0446_c001_00066450_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9990
2,0446,2,0446_c002_00066995_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9991
3,0446,3,0446_c003_00070100_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9955
4,0446,4,0446_c004_00070105_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9929
5,0446,5,0446_c006_00069300_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9942
6,0446,6,0446_c010_00069440_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9930
7,0446,7,0446_c011_00069290_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9930
8,0446,8,0446_c012_00064260_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9915
9,0446,9,0446_c013_00065950_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9921
10,0446,10,0446_c014_00006235_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9928
11,0446,11,0446_c015_00033070_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9936
12,0446,12,0446_c016_00041835_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9934
13,0446,13,0446_c017_00007230_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9932
14,0446,14,0446_c018_00043225_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9934
15,0446,15,0446_c019_00006935_0.jpg,0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c001_00066450_0.jpg|0446_c002_00066995_0.jpg,0.9928
1,0456,1,0456_c014_00009165_0.jpg,0456_c014_00009170_0.jpg|0456_c014_00009170_0.jpg|0456_c015_00009010_0.jpg|0456_c014_00009170_0.jpg,0.9986
2,0456,2,0456_c015_00008975_0.jpg,0456_c014_00009170_0.jpg|0456_c014_00009170_0.jpg|0456_c015_00009010_0.jpg|0456_c014_00009170_0.jpg,0.9983
3,0456,3,0456_c015_00008980_0.jpg,0456_c014_00009170_0.jpg|0456_c014_00009170_0.jpg|0456_c015_00009010_0.jpg|0456_c014_00009170_0.jpg,0.9965
4,0456,4,0456_c016_00010490_0.jpg,0456_c014_00009170_0.jpg|0456_c014_00009170_0.jpg|0456_c015_00009010_0.jpg|0456_c014_00009170_0.jpg,0.9950
5,0456,5,0456_c019_00000160_0.jpg,0456_c014_00009170_0.jpg|0456_c014_00009170_0.jpg|0456_c015_00009010_0.jpg|0456_c014_00009170_0.jpg,0.9942
1,0461,1,0461_c001_00015010_0.jpg,0461_c001_00015010_0.jpg|0461_c013_00015435_0.jpg|0461_c001_00015010_0.jpg|0461_c001_00015010_0.jpg,0.9988
2,0461,2,0461_c012_00015555_0.jpg,0461_c001_00015010_0.jpg|0461_c013_00015435_0.jpg|0461_c001_00015010_0.jpg|0461_c001_00015010_0.jpg,0.9937
3,0461,3,0461_c013_00015435_0.jpg,0461_c001_00015010_0.jpg|0461_c013_00015435_0.jpg|0461_c001_00015010_0.jpg|0461_c001_00015010_0.jpg,0.9957
4,0461,4,0461_c014_00017305_0.jpg,0461_c001_00015010_0.jpg|0461_c013_00015435_0.jpg|0461_c001_00015010_0.jpg|0461_c001_00015010_0.jpg,0.9953
5,0461,5,0461_c015_00017165_0.jpg,0461_c001_00015010_0.jpg|0461_c013_00015435_0.jpg|0461_c001_00015010_0.jpg|0461_c001_00015010_0.jpg,0.9957
6,0461,6,0461_c016_00018425_0.jpg,0461_c001_00015010_0.jpg|0461_c013_00015435_0.jpg|0461_c001_00015010_0.jpg|0461_c001_00015010_0.jpg,0.9957
7,0461,7,0461_c017_00016310_0.jpg,0461_c001_00015010_0.jpg|0461_c013_00015435_0.jpg|0461_c001_00015010_0.jpg|0461_c001_00015010_0.jpg,0.9937
1,0467,1,0467_c003_00057085_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9459
2,0467,2,0467_c005_00057805_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9711
3,0467,3,0467_c007_00057885_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9699
4,0467,4,0467_c008_00057345_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9672
5,0467,5,0467_c009_00057295_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9675
6,0467,6,0467_c014_00014430_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9664
7,0467,7,0467_c015_00014570_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9746
8,0467,8,0467_c016_00011505_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9748
9,0467,9,0467_c017_00015665_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9758
10,0467,10,0467_c019_00015285_0.jpg,0467_c015_00014570_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg|0467_c014_00017110_0.jpg,0.9784
1,0476,1,0476_c001_00014135_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9609
2,0476,2,0476_c002_00014855_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9747
3,0476,3,0476_c006_00017355_1.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9756
4,0476,4,0476_c012_00012070_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9773
5,0476,5,0476_c013_00012130_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9854
6,0476,6,0476_c014_00010440_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9886
7,0476,7,0476_c015_00010460_1.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9899
8,0476,8,0476_c016_00010230_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9910
9,0476,9,0476_c017_00011405_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9906
10,0476,10,0476_c019_00011135_0.jpg,0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg|0476_c014_00010440_0.jpg|0476_c013_00012125_0.jpg,0.9911
1,0477,1,0477_c001_00019410_1.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9818
2,0477,2,0477_c002_00019730_1.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9954
3,0477,3,0477_c003_00060110_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9945
4,0477,4,0477_c004_00060040_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9941
5,0477,5,0477_c005_00060760_1.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9960
6,0477,6,0477_c006_00059215_1.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9956
7,0477,7,0477_c007_00060835_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9955
8,0477,8,0477_c008_00060365_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9954
9,0477,9,0477_c009_00060320_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9949
10,0477,10,0477_c010_00059440_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9948
11,0477,11,0477_c011_00059260_0.jpg,0477_c002_00019730_1.jpg|0477_c004_00060090_0.jpg|0477_c002_00019730_1.jpg|0477_c002_00019730_1.jpg,0.9946
